PHP 7.2.14 Development Server started at Fri Feb  1 11:20:55 2019
Listening on http://localhost:8181
Document root is /home/wangye/github/Think-php-Group-buying/public
Press Ctrl-C to quit.
[Fri Feb  1 16:01:40 2019] 127.0.0.1:44300 [200]: /static/index/image/free-appointment_d550c8b.png
[Fri Feb  1 16:01:40 2019] 127.0.0.1:44304 [200]: /static/index/image/white-locate_b59a216.png
[Fri Feb  1 16:01:40 2019] 127.0.0.1:44308 [200]: /favicon.ico
[Fri Feb  1 16:02:24 2019] 127.0.0.1:44326 [200]: /static/index/image/slide-arrow-left.png
[Fri Feb  1 16:02:24 2019] 127.0.0.1:44330 [200]: /static/index/image/slide-arrow-right.png
[Fri Feb  1 16:05:58 2019] 127.0.0.1:44350 [200]: /
[Fri Feb  1 16:05:58 2019] 127.0.0.1:44354 [200]: /static/index/css/base.css
[Fri Feb  1 16:05:58 2019] 127.0.0.1:44358 [200]: /static/index/css/common.css
[Fri Feb  1 16:05:58 2019] 127.0.0.1:44362 [200]: /static/index/css/index.css
[Fri Feb  1 16:05:58 2019] 127.0.0.1:44366 [200]: /static/index/js/html5shiv.js
[Fri Feb  1 16:05:58 2019] 127.0.0.1:44370 [200]: /static/index/js/respond.min.js
[Fri Feb  1 16:05:58 2019] 127.0.0.1:44374 [200]: /static/index/js/jquery-1.11.3.min.js
[Fri Feb  1 16:05:58 2019] 127.0.0.1:44378 [200]: /static/index/image/logo.png
[Fri Feb  1 16:05:58 2019] 127.0.0.1:44382 [200]: /static/index/image/a1ec08fa513d2697b85e74c35dfbb2fb4216d89b.jpg
[Fri Feb  1 16:05:58 2019] 127.0.0.1:44386 [200]: /static/index/image/63d0f703918fa0ec7c51e2912e9759ee3c6ddb9c.jpg
[Fri Feb  1 16:05:58 2019] 127.0.0.1:44390 [200]: /static/index/image/72f082025aafa40f9205eb43a364034f79f01968.jpg
[Fri Feb  1 16:05:58 2019] 127.0.0.1:44394 [200]: /static/index/image/b219ebc4b74543a9c6c87b8e18178a82b80114a4.jpg
[Fri Feb  1 16:05:58 2019] 127.0.0.1:44398 [200]: /static/index/image/arrow-down_3d94809.png
[Fri Feb  1 16:05:58 2019] 127.0.0.1:44402 [200]: /static/index/image/all-arrow_9cc750f.png
[Fri Feb  1 16:05:58 2019] 127.0.0.1:44406 [200]: /static/index/image/free-appointment_d550c8b.png
[Fri Feb  1 16:05:58 2019] 127.0.0.1:44410 [200]: /static/index/image/white-locate_b59a216.png
[Fri Feb  1 16:05:58 2019] 127.0.0.1:44414 [200]: /favicon.ico
[Fri Feb  1 16:05:59 2019] 127.0.0.1:44418 [200]: /
[Fri Feb  1 16:05:59 2019] 127.0.0.1:44422 [200]: /static/index/css/base.css
[Fri Feb  1 16:05:59 2019] 127.0.0.1:44426 [200]: /static/index/css/common.css
[Fri Feb  1 16:05:59 2019] 127.0.0.1:44430 [200]: /static/index/css/index.css
[Fri Feb  1 16:05:59 2019] 127.0.0.1:44434 [200]: /static/index/js/html5shiv.js
[Fri Feb  1 16:05:59 2019] 127.0.0.1:44438 [200]: /static/index/js/respond.min.js
[Fri Feb  1 16:05:59 2019] 127.0.0.1:44442 [200]: /static/index/js/jquery-1.11.3.min.js
[Fri Feb  1 16:05:59 2019] 127.0.0.1:44446 [200]: /static/index/image/logo.png
[Fri Feb  1 16:05:59 2019] 127.0.0.1:44450 [200]: /static/index/image/a1ec08fa513d2697b85e74c35dfbb2fb4216d89b.jpg
[Fri Feb  1 16:05:59 2019] 127.0.0.1:44454 [200]: /static/index/image/63d0f703918fa0ec7c51e2912e9759ee3c6ddb9c.jpg
[Fri Feb  1 16:05:59 2019] 127.0.0.1:44458 [200]: /static/index/image/72f082025aafa40f9205eb43a364034f79f01968.jpg
[Fri Feb  1 16:05:59 2019] 127.0.0.1:44462 [200]: /static/index/image/b219ebc4b74543a9c6c87b8e18178a82b80114a4.jpg
[Fri Feb  1 16:05:59 2019] 127.0.0.1:44466 [200]: /static/index/image/arrow-down_3d94809.png
[Fri Feb  1 16:05:59 2019] 127.0.0.1:44470 [200]: /static/index/image/all-arrow_9cc750f.png
[Fri Feb  1 16:05:59 2019] 127.0.0.1:44474 [200]: /static/index/image/free-appointment_d550c8b.png
[Fri Feb  1 16:05:59 2019] 127.0.0.1:44478 [200]: /static/index/image/white-locate_b59a216.png
[Fri Feb  1 16:05:59 2019] 127.0.0.1:44482 [200]: /favicon.ico
[Fri Feb  1 16:06:14 2019] 127.0.0.1:44488 [200]: /static/index/image/slide-arrow-left.png
[Fri Feb  1 16:06:14 2019] 127.0.0.1:44492 [200]: /static/index/image/slide-arrow-right.png
[Fri Feb  1 16:06:15 2019] 127.0.0.1:44496 [200]: /
[Fri Feb  1 16:06:15 2019] 127.0.0.1:44500 [200]: /static/index/css/base.css
[Fri Feb  1 16:06:15 2019] 127.0.0.1:44504 [200]: /static/index/css/common.css
[Fri Feb  1 16:06:15 2019] 127.0.0.1:44508 [200]: /static/index/css/index.css
[Fri Feb  1 16:06:15 2019] 127.0.0.1:44512 [200]: /static/index/js/html5shiv.js
[Fri Feb  1 16:06:15 2019] 127.0.0.1:44516 [200]: /static/index/js/respond.min.js
[Fri Feb  1 16:06:15 2019] 127.0.0.1:44520 [200]: /static/index/js/jquery-1.11.3.min.js
[Fri Feb  1 16:06:15 2019] 127.0.0.1:44524 [200]: /static/index/image/a1ec08fa513d2697b85e74c35dfbb2fb4216d89b.jpg
[Fri Feb  1 16:06:15 2019] 127.0.0.1:44528 [200]: /static/index/image/63d0f703918fa0ec7c51e2912e9759ee3c6ddb9c.jpg
[Fri Feb  1 16:06:15 2019] 127.0.0.1:44532 [200]: /static/index/image/72f082025aafa40f9205eb43a364034f79f01968.jpg
[Fri Feb  1 16:06:15 2019] 127.0.0.1:44536 [200]: /static/index/image/b219ebc4b74543a9c6c87b8e18178a82b80114a4.jpg
[Fri Feb  1 16:06:15 2019] 127.0.0.1:44540 [200]: /static/index/image/arrow-down_3d94809.png
[Fri Feb  1 16:06:15 2019] 127.0.0.1:44544 [200]: /static/index/image/all-arrow_9cc750f.png
[Fri Feb  1 16:06:15 2019] 127.0.0.1:44548 [200]: /static/index/image/free-appointment_d550c8b.png
[Fri Feb  1 16:06:15 2019] 127.0.0.1:44552 [200]: /static/index/image/white-locate_b59a216.png
[Fri Feb  1 16:06:15 2019] 127.0.0.1:44556 [200]: /favicon.ico
[Fri Feb  1 16:06:22 2019] 127.0.0.1:44562 [200]: /static/index/image/slide-arrow-left.png
[Fri Feb  1 16:06:22 2019] 127.0.0.1:44566 [200]: /static/index/image/slide-arrow-right.png
[Fri Feb  1 16:06:23 2019] 127.0.0.1:44570 [200]: /
[Fri Feb  1 16:06:23 2019] 127.0.0.1:44574 [200]: /static/index/image/logo.png
[Fri Feb  1 16:06:23 2019] 127.0.0.1:44578 [200]: /static/index/image/a1ec08fa513d2697b85e74c35dfbb2fb4216d89b.jpg
